name,family_index,per_family_instance_index,run_name,run_type,repetitions,repetition_index,threads,iterations,real_time,cpu_time,time_unit,procs,strategy
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1521807,461.7250452770324,461.7106361056299,ns,4,Most Recently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,2725,690704.7779799157,690674.1016513773,ns,4,Most Recently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2331,637302.925783349,637283.6435006433,ns,4,Most Recently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1322,836101.3517470229,836057.1240544615,ns,4,Most Recently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,139,5070549.007103168,5070380.9712230135,ns,4,Most Recently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,14,50516921.785726614,50494469.71428598,ns,4,Most Recently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,2,505063016.4914764,505056844.99999857,ns,4,Most Recently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1425948,489.98570916906647,489.98074614221656,ns,4,Most Recently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,182037,3851.4900818113247,3851.4599174892874,ns,4,Most Recently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18727,37057.26758178182,37056.21300795659,ns,4,Most Recently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1908,369662.47956399794,369653.2552410907,ns,4,Most Recently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,193,3628121.0052481624,3627897.0362694487,ns,4,Most Recently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,36286506.05280295,36284890.78947364,ns,4,Most Recently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,211059,3314.203909801452,3314.0881412307,ns,4,Most Recently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6729,103836.62253259496,103833.26185168693,ns,4,Most Recently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,436,1614868.091731738,1614798.18348625,ns,4,Most Recently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,24710299.50018939,24710193.1428568,ns,4,Most Recently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,310490650.99796283,310484594.00000185,ns,4,Most Recently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3589455697.9765186,3589353818.000006,ns,4,Most Recently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10243200,68.52031142751873,68.51934092861585,ns,4,Least Frequently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10274862,68.44396265296601,68.44180953476582,ns,4,Least Frequently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10226302,68.38398357710088,68.38121453874575,ns,4,Least Frequently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10229501,68.18335586461221,68.18008982060817,ns,4,Least Frequently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10249199,68.40991847258907,68.40934896473432,ns,4,Least Frequently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10289584,67.98566423801992,67.98538454032723,ns,4,Least Frequently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1727963,406.00453944637235,405.99888249922157,ns,4,Least Frequently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1725930,404.0361341313443,404.0308164294029,ns,4,Least Frequently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1678664,416.60999938029244,416.60015464679077,ns,4,Least Frequently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1677611,417.4370834588642,417.4341161330006,ns,4,Least Frequently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1676647,417.07814047392736,417.07246605874764,ns,4,Least Frequently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1678131,418.8543033779931,418.8546567580253,ns,4,Least Frequently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,3101,690268.9632356901,690259.6204450192,ns,4,Least Frequently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2624,622839.5514526488,622602.126905488,ns,4,Least Frequently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1000,659841.8499925174,659576.948999998,ns,4,Least Frequently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,158,4434836.78486988,4433082.664556957,ns,4,Least Frequently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,16,43978018.49881944,43957851.56249943,ns,4,Least Frequently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,2,440138641.4974695,440132920.4999982,ns,4,Least Frequently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1463608,490.5128845966093,490.5094226049642,ns,4,Least Frequently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,181061,3892.4623746237166,3892.419698333768,ns,4,Least Frequently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18888,37422.2457115426,37421.927837780655,ns,4,Least Frequently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1920,366858.1640643727,366852.2489583381,ns,4,Least Frequently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,193,3619092.233253431,3618951.0880829454,ns,4,Least Frequently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,20,35991667.49918368,35973004.79999959,ns,4,Least Frequently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,211668,3306.975036412727,3306.914507625133,ns,4,Least Frequently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6724,103951.45449141381,103950.11035098076,ns,4,Least Frequently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,435,1609364.301153598,1609332.365517236,ns,4,Least Frequently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,29,24358678.138453577,24358393.413793117,ns,4,Least Frequently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,302476380.0058281,302466983.4999969,ns,4,Least Frequently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3620395615.9879456,3619287403.0000014,ns,4,Least Frequently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10305915,68.40206308738843,68.40202572988439,ns,4,Pseudo-Least Recently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10241909,68.39842952944713,68.39837788052964,ns,4,Pseudo-Least Recently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10298287,69.40445231565384,69.40264113827885,ns,4,Pseudo-Least Recently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10339703,68.23215289608777,68.23066803756362,ns,4,Pseudo-Least Recently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10251517,68.18148611629302,68.17794771251849,ns,4,Pseudo-Least Recently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10229811,68.07779684394221,68.07659525674572,ns,4,Pseudo-Least Recently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1764373,396.7308188113652,396.72802122907063,ns,4,Pseudo-Least Recently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1764534,396.5894479708717,396.5876735727408,ns,4,Pseudo-Least Recently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1764078,397.5998595224824,397.60017981064533,ns,4,Pseudo-Least Recently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1767689,399.0546323500615,399.04667167131765,ns,4,Pseudo-Least Recently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1767996,399.54915114288497,399.54507645944926,ns,4,Pseudo-Least Recently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1754163,401.8570463525529,401.84363881805734,ns,4,Pseudo-Least Recently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,3052,686935.2945569978,686930.4521625154,ns,4,Pseudo-Least Recently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2596,626998.5550925033,626994.8405238843,ns,4,Pseudo-Least Recently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1000,671090.3289786074,671069.4100000012,ns,4,Pseudo-Least Recently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,156,4510815.820443288,4510698.403846137,ns,4,Pseudo-Least Recently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,16,44829936.5616549,44828845.00000006,ns,4,Pseudo-Least Recently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,2,448100078.9965037,448090355.49999976,ns,4,Pseudo-Least Recently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1482804,478.8997116425982,478.8916552693471,ns,4,Pseudo-Least Recently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,180495,3868.2693647830465,3868.191994238089,ns,4,Pseudo-Least Recently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18866,37180.60139965728,37178.846072299195,ns,4,Pseudo-Least Recently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1911,361474.1329132705,361468.6488749359,ns,4,Pseudo-Least Recently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,196,3569437.3825895223,3569408.4387754644,ns,4,Pseudo-Least Recently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,36088609.78917954,36087775.68421087,ns,4,Pseudo-Least Recently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,212249,3303.174662803222,3303.0977813794125,ns,4,Pseudo-Least Recently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6742,104124.58676824252,104124.58380302608,ns,4,Pseudo-Least Recently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,432,1610493.865748005,1610465.0671296015,ns,4,Pseudo-Least Recently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,29,24304806.20663228,24304367.1379307,ns,4,Pseudo-Least Recently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,301102423.48746395,301099252.0000002,ns,4,Pseudo-Least Recently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3595846528.012771,3595762644.9999933,ns,4,Pseudo-Least Recently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10235937,68.90350702748344,68.90253515628332,ns,5,Least Recently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10135814,68.78618027246512,68.78528364865399,ns,5,Least Recently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10120891,68.87693544106662,68.87641888446375,ns,5,Least Recently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10226418,68.57670740616788,68.5756118124642,ns,5,Least Recently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10096709,68.74178348487148,68.74084070363921,ns,5,Least Recently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10142099,68.78930643479104,68.78680557150952,ns,5,Least Recently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1503224,467.3967319489765,467.3932135197419,ns,5,Least Recently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1518206,465.50422736867273,465.49924318570356,ns,5,Least Recently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1492501,466.22542095429316,466.22215931513415,ns,5,Least Recently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1497098,466.6642377493566,466.65479814948657,ns,5,Least Recently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1499686,467.49069004919266,467.4825683509746,ns,5,Least Recently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1485267,467.77579587671715,467.5038339907923,ns,5,Least Recently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,2697,688691.6095667171,688459.2988505752,ns,5,Least Recently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2295,633883.694998924,633641.5437908497,ns,5,Least Recently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1314,843091.3683369718,842866.7146118698,ns,5,Least Recently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,138,5116242.289870464,5116214.347826089,ns,5,Least Recently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,14,50904062.572434284,50902961.78571409,ns,5,Least Recently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,1,507123702.991521,507118284.0000006,ns,5,Least Recently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1407284,496.7684738922585,496.7649045963645,ns,5,Least Recently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,178075,3903.695847250748,3902.141165239419,ns,5,Least Recently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18778,37239.11982092565,37224.846096496185,ns,5,Least Recently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1905,368937.2656149472,368786.1244094527,ns,5,Least Recently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,195,3633717.128123419,3633016.0717948247,ns,5,Least Recently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,36735728.26358539,36734681.94736903,ns,5,Least Recently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,207102,3378.3648491942736,3378.3092823825577,ns,5,Least Recently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6620,105428.08625681094,105426.70075528744,ns,5,Least Recently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,428,1645716.3528174763,1645703.570093463,ns,5,Least Recently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,24885844.035972178,24885085.750000257,ns,5,Least Recently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,305582794.49178374,305568908.49999976,ns,5,Least Recently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3644730669.0097322,3643997732.0000024,ns,5,Least Recently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10243172,68.87612314019721,68.87446788943917,ns,5,Most Recently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10175842,69.66475354158106,69.6363451791016,ns,5,Most Recently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10160737,68.61748808451843,68.61750205718307,ns,5,Most Recently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10149148,69.17027350256585,69.17027291354859,ns,5,Most Recently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10180259,68.71988581090287,68.71875823591527,ns,5,Most Recently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10280479,68.78580501853787,68.78529998456247,ns,5,Most Recently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1440356,485.75233275972937,485.73142611965534,ns,5,Most Recently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1438998,485.88090463540647,485.8624577657527,ns,5,Most Recently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1435191,487.44801145210363,487.43024377939855,ns,5,Most Recently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1441351,484.9717535768446,484.95350612029995,ns,5,Most Recently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1438147,485.5292323989971,485.51638323481313,ns,5,Most Recently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1439180,485.6584930364924,485.6418404925042,ns,5,Most Recently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,2613,693612.4668955066,693596.6433218515,ns,5,Most Recently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2194,630629.0724767888,630621.879216044,ns,5,Most Recently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1256,860999.127395583,860980.317675155,ns,5,Most Recently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,133,5316293.819613153,5316289.466165411,ns,5,Most Recently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,13,52740994.07520575,52740608.307692364,ns,5,Most Recently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,1,524359264.9931088,524359630.9999958,ns,5,Most Recently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1465033,476.6735288702032,476.66643003946314,ns,5,Most Recently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,179823,3895.472192015462,3895.4154084850056,ns,5,Most Recently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18904,37109.85331174818,37109.522429116216,ns,5,Most Recently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1906,364569.1070214583,364562.6385099731,ns,5,Most Recently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,193,3624483.6320420196,3624456.782383357,ns,5,Most Recently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,36589909.63288632,36589130.89473745,ns,5,Most Recently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,209003,3351.5896182747906,3351.447543815114,ns,5,Most Recently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6571,106554.91477391028,106554.7335261,ns,5,Most Recently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,425,1655595.7646821353,1655582.235294145,ns,5,Most Recently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,24821576.42953098,24821213.499999978,ns,5,Most Recently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,307678633.50047266,307668853.9999992,ns,5,Most Recently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3666075943.008764,3665993284.999999,ns,5,Most Recently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10239140,68.85906482332408,68.85760474024184,ns,5,Least Frequently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10312603,69.08231132363302,69.05116167082163,ns,5,Least Frequently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10028904,68.7672508400526,68.73645544917002,ns,5,Least Frequently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10205826,68.88035422035522,68.87995415559706,ns,5,Least Frequently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10166398,69.01351560543674,69.01316759387142,ns,5,Least Frequently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10146880,68.88643248006419,68.88643425368232,ns,5,Least Frequently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1727309,404.47149121332495,404.471551992142,ns,5,Least Frequently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1715525,407.78645837788054,407.7678658136718,ns,5,Least Frequently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1718529,407.46409167396956,407.4541756350921,ns,5,Least Frequently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1715200,409.63870743773936,409.63386660447435,ns,5,Least Frequently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1717155,409.3402727143831,409.3262058462951,ns,5,Least Frequently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1719923,408.5565347971123,408.55696272449615,ns,5,Least Frequently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,3072,689599.1969410413,689593.0312500001,ns,5,Least Frequently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2618,627145.4354455891,627141.5374331535,ns,5,Least Frequently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1000,668289.1370146535,668289.6349999936,ns,5,Least Frequently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,156,4499410.98728838,4499408.929487203,ns,5,Least Frequently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,16,44541707.124153614,44540565.749999315,ns,5,Least Frequently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,2,456100141.4986094,455911655.499996,ns,5,Least Frequently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1461860,496.68859672019335,496.6817376492972,ns,5,Least Frequently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,178332,3915.3318753785584,3913.7960377273616,ns,5,Least Frequently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18830,37087.24721198366,37072.9755708974,ns,5,Least Frequently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1925,364815.9236423429,364808.25662337866,ns,5,Least Frequently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,190,3626832.136835315,3626775.6315789246,ns,5,Least Frequently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,36413502.052279286,36393888.47368401,ns,5,Least Frequently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,208860,3349.396787363059,3349.3401896007244,ns,5,Least Frequently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6651,105215.00646637999,105211.73192001179,ns,5,Least Frequently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,430,1630874.0418279802,1630863.0883720974,ns,5,Least Frequently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,24672011.92900705,24671626.392856993,ns,5,Least Frequently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,305360242.50613993,305348702.49999815,ns,5,Least Frequently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3692766642.98377,3692616887.0,ns,5,Least Frequently Used
BM_at/10,0,0,BM_at/10,iteration,1,0,1,10152086,69.03925498504687,69.03932305144006,ns,5,Pseudo-Least Recently Used
BM_at/100,0,1,BM_at/100,iteration,1,0,1,10296895,68.98905019468242,68.98669715482193,ns,5,Pseudo-Least Recently Used
BM_at/1000,0,2,BM_at/1000,iteration,1,0,1,10291834,69.0159136833761,69.01590950650767,ns,5,Pseudo-Least Recently Used
BM_at/10000,0,3,BM_at/10000,iteration,1,0,1,10134022,69.08871196455564,69.0863992598396,ns,5,Pseudo-Least Recently Used
BM_at/100000,0,4,BM_at/100000,iteration,1,0,1,10182501,69.56554347384125,69.56549388013822,ns,5,Pseudo-Least Recently Used
BM_at/1000000,0,5,BM_at/1000000,iteration,1,0,1,10198770,68.98288832988173,68.98238571906218,ns,5,Pseudo-Least Recently Used
BM_insert/10,1,0,BM_insert/10,iteration,1,0,1,1745548,401.7345527094222,401.7214370501436,ns,5,Pseudo-Least Recently Used
BM_insert/100,1,1,BM_insert/100,iteration,1,0,1,1742381,402.24025802177016,402.2363943362552,ns,5,Pseudo-Least Recently Used
BM_insert/1000,1,2,BM_insert/1000,iteration,1,0,1,1742780,401.92989189775346,401.9198596495251,ns,5,Pseudo-Least Recently Used
BM_insert/10000,1,3,BM_insert/10000,iteration,1,0,1,1739216,404.16233867418543,403.9342657841236,ns,5,Pseudo-Least Recently Used
BM_insert/100000,1,4,BM_insert/100000,iteration,1,0,1,1741056,405.0052100560651,405.00261393085594,ns,5,Pseudo-Least Recently Used
BM_insert/1000000,1,5,BM_insert/1000000,iteration,1,0,1,1741865,404.6333223241617,404.63375577326474,ns,5,Pseudo-Least Recently Used
BM_insert_at_beginning/10,2,0,BM_insert_at_beginning/10,iteration,1,0,1,3030,686009.0963689998,685997.9290429062,ns,5,Pseudo-Least Recently Used
BM_insert_at_beginning/100,2,1,BM_insert_at_beginning/100,iteration,1,0,1,2595,631991.1121381787,631977.2057803456,ns,5,Pseudo-Least Recently Used
BM_insert_at_beginning/1000,2,2,BM_insert_at_beginning/1000,iteration,1,0,1,1000,677987.511997344,677666.6300000045,ns,5,Pseudo-Least Recently Used
BM_insert_at_beginning/10000,2,3,BM_insert_at_beginning/10000,iteration,1,0,1,154,4553900.136387085,4553834.688311658,ns,5,Pseudo-Least Recently Used
BM_insert_at_beginning/100000,2,4,BM_insert_at_beginning/100000,iteration,1,0,1,15,45263035.60123779,45263053.066666715,ns,5,Pseudo-Least Recently Used
BM_insert_at_beginning/1000000,2,5,BM_insert_at_beginning/1000000,iteration,1,0,1,2,453791357.5040875,453595914.4999992,ns,5,Pseudo-Least Recently Used
BM_find_middle/10,3,0,BM_find_middle/10,iteration,1,0,1,1480773,474.19345166911575,474.1906004499025,ns,5,Pseudo-Least Recently Used
BM_find_middle/100,3,1,BM_find_middle/100,iteration,1,0,1,178887,3905.613197097785,3905.555406485701,ns,5,Pseudo-Least Recently Used
BM_find_middle/1000,3,2,BM_find_middle/1000,iteration,1,0,1,18804,37190.00701916952,37174.516273133544,ns,5,Pseudo-Least Recently Used
BM_find_middle/10000,3,3,BM_find_middle/10000,iteration,1,0,1,1913,364493.29691446864,364483.7192890774,ns,5,Pseudo-Least Recently Used
BM_find_middle/100000,3,4,BM_find_middle/100000,iteration,1,0,1,192,3615523.145829987,3615394.651041696,ns,5,Pseudo-Least Recently Used
BM_find_middle/1000000,3,5,BM_find_middle/1000000,iteration,1,0,1,19,36301793.26252179,36301266.42105243,ns,5,Pseudo-Least Recently Used
BM_std_sort/10,4,0,BM_std_sort/10,iteration,1,0,1,200853,3487.0001693021977,3486.9451489398075,ns,5,Pseudo-Least Recently Used
BM_std_sort/100,4,1,BM_std_sort/100,iteration,1,0,1,6402,109472.4272074258,109466.5757575775,ns,5,Pseudo-Least Recently Used
BM_std_sort/1000,4,2,BM_std_sort/1000,iteration,1,0,1,413,1694318.73849203,1694275.3050847326,ns,5,Pseudo-Least Recently Used
BM_std_sort/10000,4,3,BM_std_sort/10000,iteration,1,0,1,28,25313762.357524995,25313147.607142586,ns,5,Pseudo-Least Recently Used
BM_std_sort/100000,4,4,BM_std_sort/100000,iteration,1,0,1,2,313023775.99058676,313014619.999997,ns,5,Pseudo-Least Recently Used
BM_std_sort/1000000,4,5,BM_std_sort/1000000,iteration,1,0,1,1,3719240264.0066576,3719134603.0000005,ns,5,Pseudo-Least Recently Used
